source_id,research_id,variant_index,variant_count,source_file,source_entry,variant_label,formula_or_construction,data_requirement,inventory_data_route,formula_audit_status,formula_audit_reason,static_reuse_evidence,semantic_class,include_in_j_baseline_if_submitted,future_information_check,static_duplicate_of,post_static_decision
CJ-G042-V02,CHANGJIANG-G042,2,9,长江__高频波动时间序列信息__42项全量清单.md,"阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m`","阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m` :: threshold=0sigma; min_gap=1m",日内保留 \(V_i>\bar V+kσ\) 且距上一保留点超过 gap 的峰，取 20 日日均峰数；异常成交次数代理知情交易与流动性风险,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G042-V03,CHANGJIANG-G042,3,9,长江__高频波动时间序列信息__42项全量清单.md,"阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m`","阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m` :: threshold=0sigma; min_gap=5m",日内保留 \(V_i>\bar V+kσ\) 且距上一保留点超过 gap 的峰，取 20 日日均峰数；异常成交次数代理知情交易与流动性风险,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G042-V04,CHANGJIANG-G042,4,9,长江__高频波动时间序列信息__42项全量清单.md,"阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m`","阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m` :: threshold=1sigma; min_gap=0m",日内保留 \(V_i>\bar V+kσ\) 且距上一保留点超过 gap 的峰，取 20 日日均峰数；异常成交次数代理知情交易与流动性风险,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G042-V05,CHANGJIANG-G042,5,9,长江__高频波动时间序列信息__42项全量清单.md,"阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m`","阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m` :: threshold=1sigma; min_gap=1m",日内保留 \(V_i>\bar V+kσ\) 且距上一保留点超过 gap 的峰，取 20 日日均峰数；异常成交次数代理知情交易与流动性风险,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G042-V06,CHANGJIANG-G042,6,9,长江__高频波动时间序列信息__42项全量清单.md,"阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m`","阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m` :: threshold=1sigma; min_gap=5m",日内保留 \(V_i>\bar V+kσ\) 且距上一保留点超过 gap 的峰，取 20 日日均峰数；异常成交次数代理知情交易与流动性风险,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G042-V07,CHANGJIANG-G042,7,9,长江__高频波动时间序列信息__42项全量清单.md,"阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m`","阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m` :: threshold=2sigma; min_gap=0m",日内保留 \(V_i>\bar V+kσ\) 且距上一保留点超过 gap 的峰，取 20 日日均峰数；异常成交次数代理知情交易与流动性风险,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G042-V08,CHANGJIANG-G042,8,9,长江__高频波动时间序列信息__42项全量清单.md,"阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m`","阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m` :: threshold=2sigma; min_gap=1m",日内保留 \(V_i>\bar V+kσ\) 且距上一保留点超过 gap 的峰，取 20 日日均峰数；异常成交次数代理知情交易与流动性风险,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G042-V09,CHANGJIANG-G042,9,9,长江__高频波动时间序列信息__42项全量清单.md,"阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m`","阈值倍数 `{0,1,2}σ` × 最小间隔 `{0,1,5}m` :: threshold=2sigma; min_gap=5m",日内保留 \(V_i>\bar V+kσ\) 且距上一保留点超过 gap 的峰，取 20 日日均峰数；异常成交次数代理知情交易与流动性风险,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G043-V01,CHANGJIANG-G043,1,2,长江__反转微观结构__28项全量清单.md,传统反转、高频反转,传统反转、高频反转 :: variant 01/02,\(\sum r_i\)；\(\sum V_ir_i/\sum V_i\)。放量收益更接近过度反应,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,CHANGJIANG-G004/G006,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G043-V02,CHANGJIANG-G043,2,2,长江__反转微观结构__28项全量清单.md,传统反转、高频反转,传统反转、高频反转 :: variant 02/02,\(\sum r_i\)；\(\sum V_ir_i/\sum V_i\)。放量收益更接近过度反应,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,CHANGJIANG-G004/G006,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G044-V01,CHANGJIANG-G044,1,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: volume_quantile=0-20%,\(\sum r_i1[q_j(V)<V_i\le q_{j+1}(V)]\),derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G044-V02,CHANGJIANG-G044,2,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: volume_quantile=20-40%,\(\sum r_i1[q_j(V)<V_i\le q_{j+1}(V)]\),derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G044-V03,CHANGJIANG-G044,3,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: volume_quantile=40-60%,\(\sum r_i1[q_j(V)<V_i\le q_{j+1}(V)]\),derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G044-V04,CHANGJIANG-G044,4,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: volume_quantile=60-80%,\(\sum r_i1[q_j(V)<V_i\le q_{j+1}(V)]\),derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G044-V05,CHANGJIANG-G044,5,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: volume_quantile=80-100%,\(\sum r_i1[q_j(V)<V_i\le q_{j+1}(V)]\),derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G045-V01,CHANGJIANG-G045,1,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: variant 01/05,将筛选变量换成 \(,\)；大变动段反转更强,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G045-V02,CHANGJIANG-G045,2,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: variant 02/05,将筛选变量换成 \(,\)；大变动段反转更强,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G045-V03,CHANGJIANG-G045,3,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: variant 03/05,将筛选变量换成 \(,\)；大变动段反转更强,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G045-V04,CHANGJIANG-G045,4,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: variant 04/05,将筛选变量换成 \(,\)；大变动段反转更强,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G045-V05,CHANGJIANG-G045,5,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: variant 05/05,将筛选变量换成 \(,\)；大变动段反转更强,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G046-V01,CHANGJIANG-G046,1,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: volume_per_deal_quantile=0-20%,筛选变量 \(pvol_i=V_i/N_i\)；高每笔成交段反转、低每笔成交段动量,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G046-V02,CHANGJIANG-G046,2,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: volume_per_deal_quantile=20-40%,筛选变量 \(pvol_i=V_i/N_i\)；高每笔成交段反转、低每笔成交段动量,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G046-V03,CHANGJIANG-G046,3,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: volume_per_deal_quantile=40-60%,筛选变量 \(pvol_i=V_i/N_i\)；高每笔成交段反转、低每笔成交段动量,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G046-V04,CHANGJIANG-G046,4,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: volume_per_deal_quantile=60-80%,筛选变量 \(pvol_i=V_i/N_i\)；高每笔成交段反转、低每笔成交段动量,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G046-V05,CHANGJIANG-G046,5,5,长江__反转微观结构__28项全量清单.md,同五分位,同五分位 :: volume_per_deal_quantile=80-100%,筛选变量 \(pvol_i=V_i/N_i\)；高每笔成交段反转、低每笔成交段动量,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G047-V01,CHANGJIANG-G047,1,1,长江__反转微观结构__28项全量清单.md,振幅比率,振幅比率,\(,/(H-L)\)；区分单边趋势与多空拉锯，作为机制检验变量,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G048-V01,CHANGJIANG-G048,1,1,长江__反转微观结构__28项全量清单.md,复合反转,复合反转,高 20% 段收益和减低 20% 段收益和；结合反转与动量,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G049-V01,CHANGJIANG-G049,1,1,长江__反转微观结构__28项全量清单.md,加权反转,加权反转,\(\sum(pvol_i-\bar pvol)r_i/\sum pvol_i\),derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G050-V01,CHANGJIANG-G050,1,1,长江__反转微观结构__28项全量清单.md,标准化加权反转,标准化加权反转,"\(corr(pvol_i,r_i)\)；完整整合各密度段正负信息",derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G051-V01,CHANGJIANG-G051,1,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: price_quantile=0-20%,\(\sum V_i1[q_j(C)<C_i\le q_{j+1}(C)]/\sum V_i\)；低价放量偏正、高价放量偏负,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G051-V02,CHANGJIANG-G051,2,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: price_quantile=20-40%,\(\sum V_i1[q_j(C)<C_i\le q_{j+1}(C)]/\sum V_i\)；低价放量偏正、高价放量偏负,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G051-V03,CHANGJIANG-G051,3,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: price_quantile=40-60%,\(\sum V_i1[q_j(C)<C_i\le q_{j+1}(C)]/\sum V_i\)；低价放量偏正、高价放量偏负,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G051-V04,CHANGJIANG-G051,4,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: price_quantile=60-80%,\(\sum V_i1[q_j(C)<C_i\le q_{j+1}(C)]/\sum V_i\)；低价放量偏正、高价放量偏负,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G051-V05,CHANGJIANG-G051,5,5,长江__反转微观结构__28项全量清单.md,`0–20/20–40/40–60/60–80/80–100%`,`0–20/20–40/40–60/60–80/80–100%` :: price_quantile=80-100%,\(\sum V_i1[q_j(C)<C_i\le q_{j+1}(C)]/\sum V_i\)；低价放量偏正、高价放量偏负,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G052-V01,CHANGJIANG-G052,1,1,长江__反转微观结构__28项全量清单.md,量价相关性,量价相关性,"\(corr(V_i,C_i)\)；等价于以去均值价格加权成交量",derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,CHANGJIANG-G032,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G032-V01,STATIC_DUPLICATE_OR_REUSE
CJ-G053-V01,CHANGJIANG-G053,1,1,长江__反转微观结构__28项全量清单.md,反转微观结构合成,反转微观结构合成,局部反转高每笔组、每笔成交量收益相关性、量价相关性 winsorize/标准化后各 1/3,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G054-V01,CHANGJIANG-G054,1,5,长江__高频数据微观划分__20项全量清单.md,每笔成交量五分位局部反转,每笔成交量五分位局部反转 :: volume_per_deal_quantile=0-20%,沿用前篇五分位收益和；展示从低密度动量到高密度反转,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,CHANGJIANG-G046,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G046-V01,STATIC_DUPLICATE_OR_REUSE
CJ-G054-V02,CHANGJIANG-G054,2,5,长江__高频数据微观划分__20项全量清单.md,每笔成交量五分位局部反转,每笔成交量五分位局部反转 :: volume_per_deal_quantile=20-40%,沿用前篇五分位收益和；展示从低密度动量到高密度反转,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,CHANGJIANG-G046,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G046-V02,STATIC_DUPLICATE_OR_REUSE
CJ-G054-V03,CHANGJIANG-G054,3,5,长江__高频数据微观划分__20项全量清单.md,每笔成交量五分位局部反转,每笔成交量五分位局部反转 :: volume_per_deal_quantile=40-60%,沿用前篇五分位收益和；展示从低密度动量到高密度反转,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,CHANGJIANG-G046,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G046-V03,STATIC_DUPLICATE_OR_REUSE
CJ-G054-V04,CHANGJIANG-G054,4,5,长江__高频数据微观划分__20项全量清单.md,每笔成交量五分位局部反转,每笔成交量五分位局部反转 :: volume_per_deal_quantile=60-80%,沿用前篇五分位收益和；展示从低密度动量到高密度反转,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,CHANGJIANG-G046,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G046-V04,STATIC_DUPLICATE_OR_REUSE
CJ-G054-V05,CHANGJIANG-G054,5,5,长江__高频数据微观划分__20项全量清单.md,每笔成交量五分位局部反转,每笔成交量五分位局部反转 :: volume_per_deal_quantile=80-100%,沿用前篇五分位收益和；展示从低密度动量到高密度反转,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,CHANGJIANG-G046,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G046-V05,STATIC_DUPLICATE_OR_REUSE
CJ-G055-V01,CHANGJIANG-G055,1,1,长江__高频数据微观划分__20项全量清单.md,成交量波峰计数,成交量波峰计数,每日 `均值+1σ` 且相邻峰去重，取 20 日均值,direct / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,"CHANGJIANG-G042 (k=1σ,gap=1m)",LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,CJ-G042-V05,STATIC_DUPLICATE_OR_REUSE
CJ-G056-V01,CHANGJIANG-G056,1,9,长江__高频数据微观划分__20项全量清单.md,"`{反转,波动率,轨迹非流动性}` × `{整体,异常,正常}`","`{反转,波动率,轨迹非流动性}` × `{整体,异常,正常}` :: variant 01/09",反转 \(\sum V_ir_i/\sum V_i\)；波动 \(sd(r_i)\)；流动性 \(\log\prod(1+,)/\sum A_i\)。异常段提纯低风险确定性机制，流动性则对划分不敏感,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G056-V02,CHANGJIANG-G056,2,9,长江__高频数据微观划分__20项全量清单.md,"`{反转,波动率,轨迹非流动性}` × `{整体,异常,正常}`","`{反转,波动率,轨迹非流动性}` × `{整体,异常,正常}` :: variant 02/09",反转 \(\sum V_ir_i/\sum V_i\)；波动 \(sd(r_i)\)；流动性 \(\log\prod(1+,)/\sum A_i\)。异常段提纯低风险确定性机制，流动性则对划分不敏感,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
